proteins,PDAC,PDAC_DB,PDAC_DB.1,PDAC_DB.2,PDAC_t,PDAC_t.1,PDAC_t.2,PDAC_t.3,PDAC_t.4,PDAC_t.5,PDAC_t.6,PDAC_t.7,PDAC_t.8,PDAC_t.9,PDAC.1,PDAC.10,PDAC.11,PDAC.12,PDAC.13,PDAC.14,PDAC.15,PDAC.16,PDAC.17,PDAC.18,PDAC.19,PDAC.2,PDAC.20,PDAC.21,PDAC.22,PDAC.23,PDAC.24,PDAC.25,PDAC.26,PDAC.27,PDAC.28,PDAC.29,PDAC.3,PDAC.30,PDAC.31,PDAC.32,PDAC.33,PDAC.34,PDAC.35,PDAC.36,PDAC.37,PDAC.38,PDAC.39,PDAC.4,PDAC.40,PDAC.41,PDAC.42,PDAC.43,PDAC.44,PDAC.5,PDAC.6,PDAC.7,PDAC.8,PDAC.9
P06744,-2.016626696,-1.169133436,-1.275708306,-1.16630476,-0.923773355,-1.260897997,-0.782712989,-0.271173837,-0.526746278,-0.226359285,-0.690773672,-1.08500321,-1.071771933,-0.28117047,0.233257106,-0.348586656,-1.172279341,-0.6140863,-0.585829353,-1.561417216,0.233440541,-0.179911168,-0.86462846,-0.591205297,-0.245528761,-1.095854349,-1.225458167,0.902697426,-0.352635097,-0.849841366,-1.383520857,-0.773769015,-0.263218473,-0.623359349,-0.868413482,-0.59270015,-1.603188753,-0.641279559,-0.891013872,-0.283637614,0.206374927,-0.105379492,-0.211548783,-0.577825819,-0.017284048,-0.097031002,0.087200883,-0.757819958,-1.2214695,-1.30245951,-0.621048437,-0.076219409,-2.674848736,-0.406778671,-1.14139905,-0.386675545,-0.796303182,-1.54123182
P06748,-0.369796326,-1.355882037,-1.45703019,-1.386358162,0.137706004,-0.771785425,-0.017409434,-0.692194408,-0.54392352,0.052824077,-0.741707495,-0.196933895,-0.727254976,-0.524708867,-0.953344556,-0.728315764,-1.129073703,-0.301607079,-1.344326458,-0.198803288,0.091413424,-1.038264807,0.087058063,-0.154630121,-0.40311649,-1.57625929,-0.954324248,-0.45801008,-0.885993383,0.291782486,-0.195219127,-0.694960531,-0.165406974,-0.510142448,-0.741006431,0.006637879,-0.237463349,-0.990019549,-0.344723296,-0.719125997,-0.766316118,-0.378018134,0.006793686,-1.071040622,-0.909481812,0.871417961,-0.530673966,-0.331263351,-1.63347841,-0.665778611,-0.326356207,-0.78422854,-0.007626992,-0.396599,-0.953119349,-1.303012843,-0.41928504,-0.52252879
P06753,0.26957042,0.179988603,0.087381394,0.110719673,-0.829844875,0.452523777,-0.78068774,0.049521837,0.071010252,-1.669151338,0.189141951,0.222112502,-1.225626243,-0.005043379,0.094487544,0.23357489,0.250637921,0.112533715,0.225553649,0.265526581,0.310226538,0.312325868,-0.831828065,-0.2302327,0.116014895,0.195889218,0.246266233,0.123856313,-0.345789369,0.24980759,0.260197744,0.256489986,-0.798342818,0.134097231,0.271524786,0.154265575,0.246511411,-0.818766749,0.264508622,-0.737664555,0.216843806,-0.834030656,0.215006008,0.267672353,-0.742090529,-0.156417226,0.272913187,0.115415293,0.16608364,0.321603924,0.192613489,0.364450356,0.278986222,-0.714252096,0.210647062,0.124200537,0.279964591,0.229337644
P06753,0.212699317,0.7736394,0.257987667,0.522244691,-2.019462225,0.291761252,-1.07767895,0.574588787,1.075204437,-2.414424241,0.237228599,-1.563948189,-2.03944483,-0.095115265,0.267592186,0.195866458,0.193766819,0.476402351,0.187845217,0.227818149,-0.310737151,0.306642154,-2.105837574,-0.515696102,0.466625366,0.871875918,0.208557801,0.567876581,-0.657425825,-0.491386644,-0.363965442,0.218781554,-1.89090582,0.360549161,0.265841072,0.256387907,-0.466703934,-1.700469628,-0.368744076,-1.491956731,0.159972704,-1.735234778,-0.498209338,0.41522412,-1.496382704,0.082155273,0.267229473,0.466025764,0.610103907,-0.186486147,0.135742387,0.56950006,-0.257161733,-1.924691054,0.15377596,0.474811008,0.274280877,0.172466541
P06753,0.40189516,1.01041194,0.232505613,0.797973222,-2.165765845,0.642973484,-1.502685365,0.414071267,1.568079593,-2.924863438,0.534916567,-1.88768749,-1.515818779,-0.164275844,0.316036513,0.410777265,0.382962661,0.735649891,0.402756024,0.442728957,-0.215989863,0.520024747,-1.542639603,-0.619849481,0.728757148,1.099237903,0.423468609,0.840116328,-0.71667382,-0.60119974,-0.315542457,0.433692361,-1.245669754,0.368477553,0.479223665,0.292848587,-0.540563798,-1.529578287,-0.349206345,-1.184991492,0.349168546,-1.544842193,-0.572069201,0.593458968,-1.189417465,-0.766583753,0.480612066,0.728157546,0.882343655,-0.260563842,0.324938229,0.546173976,-0.397427143,-1.500378176,0.342971802,0.73694279,0.48766347,0.361662384
P06865,-0.663731445,-1.219330776,-0.056817281,-0.899871112,-0.566040561,0.213720775,-0.065754958,-1.301006103,-0.748549737,-0.085663923,-1.010190054,-0.422200223,-0.554170639,-0.53194523,-0.782517529,-0.774381253,-0.682663944,-0.676843284,-0.782402493,-0.500768829,-0.511754229,-0.487985999,-0.433904273,-0.420842957,-0.754794671,-0.732003783,-0.38780276,-0.787126392,-0.536634682,-0.829309297,-0.447033939,-0.539167084,-0.548990808,-0.554226689,-0.916583907,-0.492579983,-0.443333461,-0.420842957,-0.394256408,-0.488312546,-0.716458059,-0.436106864,-0.474838864,-0.640851379,-0.492738519,0.471364691,-0.415867859,-0.755394273,-0.744899065,-0.517287139,-0.740688376,-0.721977187,-0.428245461,-0.456607381,-0.456159152,-0.746609029,-0.908144102,-0.703964221
P07195,-1.082888806,-1.245730618,-1.018386691,-1.175193004,-3.438958277,-1.651116918,-1.361097362,-0.990728973,-0.932214822,-1.717305809,-1.322491333,-0.865234859,-1.616840619,-1.692313839,0.72293504,0.014619315,-1.461182757,-0.877810364,-1.634650349,-0.243760199,-0.27414204,-1.208672325,-0.66712984,-1.240717563,-0.108680415,-1.667886036,-2.219401999,1.041007019,-2.728186315,-0.63508822,-3.680044493,-1.466154324,-3.065368584,-0.01186849,0.44317446,-0.460969969,-1.800712057,-2.146452652,-1.74732414,-2.482508922,-0.104490372,-3.733295894,-1.827847364,-0.702720338,-2.893058318,0.840516128,-0.894105208,0.753214868,-2.597806601,-1.192666342,-0.295879567,1.091086554,-4.892103807,-1.532391631,-1.304745362,0.197426541,-0.061461995,-1.860890585
P07237,0.633084041,-0.528389034,-0.532300824,-0.602195589,-0.608296259,-0.022088958,-0.760666804,0.435532889,0.460754186,-1.338589068,0.297450551,-0.371790569,-0.388705638,-0.172132234,-0.804320581,-1.321462699,-0.021778482,0.151840426,0.471992879,-0.939200323,-1.075062146,0.527761556,-1.230041535,-1.618660349,-0.74502917,-0.138296322,-0.013854707,-0.082976986,-1.292551809,-1.275308039,-1.378425996,-0.142375572,0.498135066,0.226898312,-0.057580521,-0.434682018,-0.156228147,-1.778906463,-1.712672594,-0.102220047,-0.357143143,-1.875358272,-1.615698848,-1.470176911,-0.577777304,0.439098621,-0.192270208,-1.395682882,-0.301486863,-0.97054521,0.269350034,-1.941305865,-0.212178217,-0.824317508,0.082189879,-0.602382345,0.442477079,0.1105532
P07305,2.495911874,2.95897394,2.940303927,3.05708645,2.477769786,2.156753403,2.386657822,2.0913636,2.678632132,1.087007154,2.427602905,2.388309638,2.160314252,2.338105086,2.474944212,2.419758994,2.46877387,3.003227287,2.453001315,2.274703364,2.453888127,2.45531243,2.74316906,2.396506674,2.464568405,3.004332133,2.910162923,2.387535887,2.424250116,1.47968678,1.636647492,3.144331514,0.998858895,2.391847829,2.37250008,1.407806071,3.238156436,1.790904908,3.183766333,2.310513763,2.441647582,2.208363647,2.1841342,1.637214541,2.208420075,2.481593491,2.384543623,2.214181571,2.375569617,3.105238795,2.301298755,2.277651004,3.248422781,2.606257661,2.286549164,3.003423259,2.409588891,2.384424506
P07305,2.644923312,2.797211065,2.595086304,2.689173434,1.611641212,2.663508841,1.423168898,2.693134022,2.658273857,1.249655485,2.653050558,2.648924907,1.418413011,2.504340948,2.667153031,2.656115494,2.625990814,2.617942785,2.648094253,2.688067186,2.79739813,2.770200658,1.250490247,2.226965546,2.66398168,2.822599197,2.668806838,2.708559953,2.236634871,2.616613722,2.649058217,2.67903059,1.493823168,2.747143907,2.729399576,2.589519661,2.607531144,1.263551563,2.674936305,1.55450143,2.592196699,1.248287656,2.57602574,2.726150438,1.550075457,-1.874304505,2.730787978,2.663382077,2.750787279,2.80789308,2.567966382,1.771369584,2.690534974,1.492179195,2.585999955,2.672167321,2.737839381,2.604690536
P07339,-0.289752145,-0.908626564,-0.777674331,-0.575712341,-0.453181589,-0.379553863,-1.379604919,0.037261058,-0.135078579,-1.297398994,0.097319732,-0.298734641,-0.408067774,-0.327756592,-0.438209569,-0.798600616,-0.812409052,-0.596093586,-0.688998562,-0.775529886,-0.535039626,-0.536119415,-0.902137627,-0.889076311,0.335626834,-0.52591369,-0.871381291,-0.570986515,0.178720599,-2.457930712,-0.177891843,0.130733332,-0.920917826,0.057982617,0.01059704,-0.248342054,0.256215736,-1.693719992,-0.501957073,-1.037472426,-0.666220166,-0.904340217,-0.576234111,-0.239076419,-1.114574663,-0.341710454,-0.431474909,-0.509774724,0.616958254,-0.56048314,-0.433510875,0.671212051,-0.062193723,-1.265764872,0.029487038,-0.279035949,0.019036845,-0.388543408
P07355,0.857159642,0.99163233,1.010420436,1.149701249,0.616031399,0.6108421,0.893573419,0.55553109,0.525272746,0.75364852,0.288100592,0.674351525,0.678984662,-0.084441651,0.738140988,0.472181327,0.798485224,0.957413916,0.41111266,-0.229298602,0.505485329,0.911700178,-0.035099402,-0.055268516,-0.008013478,1.373365393,0.795455429,0.098050824,0.5463378,0.59486046,1.091902863,0.99501698,0.472779175,1.081903068,0.105738928,0.912447646,1.41399518,0.338496358,0.838644523,0.787835481,0.524311517,0.323232451,0.508946435,0.88094672,0.435379909,-0.223825462,0.698276825,1.378013323,0.418870488,0.927331734,0.999137741,0.412833295,1.392585528,0.380405745,1.000950283,0.385668026,0.85243486,0.439352076
P07384,0.683445902,1.538833078,1.428876904,1.522946647,1.225029319,1.068474153,0.526117332,1.0863458,1.392221772,0.248717083,1.215139736,1.13329909,0.025978342,1.15053081,1.049231559,1.047168099,1.509810316,1.071372917,0.58296553,0.807548078,0.820091974,0.268848295,0.567780301,0.822660791,0.670711313,0.34112041,0.004806929,1.059023278,0.852693148,0.674478415,0.535202491,0.344365219,0.412999113,0.861104433,1.398098075,1.09867532,0.538902968,0.580841617,0.495697732,0.132437239,1.476016201,0.565577711,0.77017694,0.460935583,0.128011266,-0.378849021,0.888836399,0.719810195,1.036994218,0.261216055,0.982358333,0.649588469,0.936613739,0.588628485,0.624522545,1.119126713,0.895887803,0.643213126
P07437,-0.470364902,-1.3932982,-1.274622207,-1.328654636,0.404536681,-1.076165125,-0.93733291,-0.838541319,-1.394492119,0.094497135,-0.119488178,-0.700367647,-0.037299875,-0.92311749,0.224062372,-0.39620868,-0.685659015,-0.61065296,-0.693027957,-0.86564916,-0.994364708,-0.871585285,-0.584521916,0.027293572,-0.423505391,-0.188775436,-1.3269838,0.651521428,0.20461605,-0.838554001,-1.036962617,-0.63931301,-0.287159483,-0.07485547,-0.055845682,-1.020840109,-0.725389063,0.135052616,-0.443368447,0.236055025,0.139822757,-1.684139433,-0.851674114,-0.465759106,-0.836591076,0.148360435,-0.542457849,-0.410478717,-0.842299802,-1.32124848,-0.168216445,0.624743188,-2.268336055,-0.938992822,-0.822480453,-0.475187162,-0.28707865,-0.844819183
P07437,0.370081374,-0.896519504,-0.893016378,-0.559275069,0.604912909,-0.221563403,0.193858604,-0.269680151,-0.837166119,0.203587645,-0.51382918,0.048796427,-0.166905837,-0.627779819,0.52300927,0.019930797,-0.074388658,-0.390416402,-0.252427637,-1.116889609,-0.382390626,-0.425157516,-0.360258235,0.022946606,-0.395810537,0.039881255,-0.819009296,0.582225359,0.2565441,-0.530303158,-1.054984892,-0.882268792,-0.341812542,-0.152874238,-0.076390148,-0.615413619,-0.936810988,0.216939202,-0.470947485,-1.03184961,0.235373326,-0.77749279,-0.540173992,-0.739335716,-0.928951004,-0.788981291,-0.397201381,0.197049438,-0.781397162,-1.051570037,0.147983624,0.373931238,-2.167486214,0.162203219,-0.455678052,-0.260001045,-0.073977946,-0.406493684
P07737,-0.130484938,-0.527014706,-0.546104799,-0.576706664,-0.051978738,-2.502221258,-1.474428323,-1.309307628,-0.408693607,-3.313451003,-0.970371774,-1.812944342,-0.995442179,-0.670318212,0.518579042,-0.081102651,-0.213406157,-0.046573009,-0.511634078,-1.568001467,-0.889260179,-0.337168439,-2.346496259,-1.142169792,-0.095795829,-0.290541098,-1.009020017,0.850481846,-2.575975858,0.074557785,-1.489929495,-1.524160422,-2.756712543,0.194561077,0.616482914,-1.108823319,-1.685755337,-2.047681116,-1.579635567,-1.899413639,0.546291917,-3.168431359,-2.218315349,-0.051818518,-1.65087483,0.591679166,-0.771020512,0.771904976,-1.518342769,-2.784633714,0.102743632,1.216131959,-2.039587319,-1.7210748,-2.069299961,0.429473859,0.311925411,-2.030944174
P07741,0.794981953,1.030445031,1.160500589,0.970639023,0.107711004,0.111261111,-1.161114061,1.064049054,1.101580402,-0.088479151,1.279147329,0.541568025,-0.218240447,0.708031482,0.118722417,1.162738025,1.460854589,0.998863495,0.921597094,0.478144682,0.663897238,1.125068753,-0.203440364,0.397697584,0.712872185,0.811749774,1.155909948,0.222712582,0.815376367,0.529531587,0.443669881,0.937591688,0.388668035,0.576750803,0.230400686,0.391270241,-0.591779679,-0.227086587,0.494596214,-0.540154057,0.301151854,-0.337106404,0.255905614,0.938113767,-0.100918899,0.679672652,0.641859185,0.78842914,0.74976815,1.058465019,0.276921537,0.588441149,0.815577167,-0.269391118,0.795145593,1.046501985,0.569357906,0.570801628
P07814,-0.036512529,0.026924668,0.015620972,0.043994493,0.627724947,0.183661356,0.534989729,0.019511984,-0.364486005,0.385966008,-0.479389583,-0.121088722,0.373823413,-0.156623894,0.156822913,0.372250296,0.404578101,0.221733017,-0.113373499,0.000748717,0.323389685,-0.336648127,0.430625405,0.885278938,-0.236394463,-0.02584738,0.28117863,0.424827666,0.237948253,0.424928256,-0.008099041,-0.357429406,0.227413723,-0.232236533,0.156536005,-0.174066323,-0.0807663,-0.019151473,-0.035267509,0.285336109,0.320388378,0.182763736,0.400603777,0.485518191,-0.009330605,-0.141301438,0.062921597,-0.199161122,-0.110101406,-0.818424511,-0.00131668,-0.23515082,-0.439175801,0.225793723,-0.292574708,0.449149981,-0.003608522,0.072400555
P07858,-0.265932067,1.499511336,1.530629932,1.486141448,1.082673762,0.985537346,-0.397385684,1.428968819,1.723289259,0.953134622,1.432771181,1.342249274,0.581368265,1.192038454,0.325771882,0.430561824,0.924764793,0.539923443,0.381032961,-0.776517909,0.585566465,0.472940489,0.557035653,-0.214504429,0.516895293,0.493854475,-0.321645201,0.367157872,-0.629583134,0.792526316,1.296669225,0.411969298,0.332966904,0.390101883,0.463628164,0.480729752,1.600362338,-0.078112771,0.25717123,-0.103594084,0.470184108,0.454835517,1.292314282,0.631001866,-0.108020057,-0.160312811,0.194426274,0.534211139,0.744536087,0.593069469,0.702036219,0.233109635,0.812440031,0.11061731,-0.305341181,0.678070831,0.957305426,0.296923976
P07900,0.43365765,0.554219267,0.448094667,0.462731598,-0.716122305,-0.032137181,-0.645590217,0.411402608,0.624927776,-1.103550411,0.186987535,0.077593481,-1.12614877,0.526461065,0.666256381,0.849257477,0.655660736,0.704351098,0.261272157,0.429517668,-0.227385829,-0.149167459,-2.002356679,-1.498242161,0.663560006,0.308244626,0.129010471,1.071880318,-0.04850614,0.672081771,-1.262435196,-0.024796427,-1.110410423,0.851852768,0.817059308,0.041556759,-0.658123163,-0.852536872,0.285973275,-0.93276902,0.765508217,-1.668158155,-1.877563745,0.218905149,-2.028614651,-1.04397708,0.035641645,1.367450098,0.426913811,-0.481884819,0.663981002,1.136378141,-0.738146977,0.543852408,0.277100293,0.939942882,0.634430982,0.039343351
P07900,0.18877246,-0.305809004,-0.370679088,-0.329989702,-0.402505136,-0.180230172,-0.890741333,-0.307580384,-0.291979673,-0.567788739,-0.284709169,-0.428060382,-1.260142083,-0.030933128,0.668872183,0.173843322,-0.052727406,-0.354444988,0.11543806,0.210288756,-0.154182529,-0.203371249,-1.817201495,-1.777514496,-0.282910816,-0.173210179,-0.390896479,0.827027118,-0.513714364,0.217285383,-2.245367166,-0.843208946,-1.118763868,-0.18182346,0.076941108,-0.851477064,-1.829886131,-1.532447415,-0.620192207,-1.476049334,0.601789288,-1.670251838,-0.43881693,-1.071864966,-1.968048904,-0.401502115,-0.081813591,0.617993611,-0.185527843,-1.323054445,-0.100604551,0.776525433,-1.464773937,-1.504810209,0.111316403,-0.03102055,-0.435820349,-0.076326249
P07900,-0.163604291,-0.246399509,-0.071301622,-0.12862599,-0.514010291,-0.514203614,-0.909191964,-0.169543754,-0.423624878,-0.943648904,-0.278597338,-0.566975771,-1.305773759,0.167203244,-0.056194756,-0.172425062,-0.182536789,-0.154990903,-0.180446303,-0.14047337,-0.419337319,-0.120080346,-0.874848146,-0.493513553,-0.13262097,-0.214658391,-0.159733718,-0.14449252,-0.389085687,-0.204807311,-0.458495754,-0.149509966,-0.817003758,-0.016544095,-0.160881428,-0.196017902,-0.301852764,-0.857411176,-0.248686721,-0.871081991,-0.216330904,-1.000365173,-0.333358167,-0.260100516,-0.875507964,0.2914526,-0.159493027,-0.133220572,-0.102265193,-0.380659954,-0.240561221,0.347049024,-0.306066083,-0.73401734,-0.222527648,-0.124435328,-0.152441623,-0.203837067
P07910,0.232314767,0.113273103,0.050624654,0.248385697,-0.182387608,-0.078867383,-0.536855084,-0.12672156,0.041435155,-0.341996301,-0.137618634,0.479672942,-0.286411334,0.269274264,0.034184867,0.074871481,0.120547239,0.414532344,0.304339942,0.303558025,0.662995694,0.190494868,-0.232441248,0.15737019,0.381612914,0.253847385,0.430324939,0.0361255,0.241460999,0.927842805,0.50222412,0.437314982,-0.115214878,-0.641012808,0.103315846,0.2637233,0.691589858,-1.129316865,0.569541846,-0.753333594,-0.044938567,-0.403212175,-0.075673795,0.31393647,-0.826180556,-0.61800333,0.299406423,-0.055595411,0.184786493,0.319623457,-0.145389113,-0.44375996,1.102326197,-1.268664067,0.177595116,0.092620039,-0.258561963,0.278907297
P07954,-0.258074798,-0.310310187,-0.483599051,-0.237415168,-0.607598104,0.314619643,0.016483251,-0.652486053,-0.811101288,-1.184319713,-0.416567582,0.643438059,-0.077886161,-0.895015299,-0.343169498,-1.067069991,0.126075101,0.18490797,-0.385106747,0.325860273,0.929793384,0.166367389,-0.083929667,0.131739989,-0.855192215,-1.29242331,0.056893432,0.008573671,-0.259103281,-1.058928504,0.506995484,0.654808232,-0.696780615,0.543181908,0.207675567,0.893702798,0.431134654,-0.070868351,0.470875473,0.07164737,-0.002859706,-0.086132258,0.641197867,-3.0611245,0.067221397,-0.321317832,0.191892532,-0.955127367,-0.092650755,0.091855213,0.72748128,-1.384020833,0.893712081,-0.420330284,-0.407938936,0.011031545,0.68622722,-0.74057259
P08195,0.354654432,0.47699873,0.8942009,0.746343802,0.434917456,0.540074869,0.243227825,0.704917502,1.041596333,0.358618292,0.197678493,0.321426869,0.463233245,0.021548401,-0.272742212,0.054085281,0.177044496,0.404637185,-0.421869021,0.030337347,0.246482478,0.228075712,0.398023528,0.528036187,0.287759157,1.058217194,0.280863918,-0.043438519,0.168030557,-1.708974828,1.098330615,0.29108767,0.63552626,-0.091345262,-0.087574554,0.19682032,0.557878337,0.528036187,0.292686709,0.704905825,0.284133967,0.681142354,0.643324276,0.020060248,0.691778549,0.149457055,0.075648426,0.196531052,0.221813853,0.776202821,0.19216892,0.094368692,0.448038281,0.460536641,0.041125826,-0.115273113,0.120024867,0.314421656
P08238,-0.31520513,-1.074904857,-1.122309117,-1.041328371,-0.644012785,-0.716676287,-0.647475376,-0.899164606,-0.609473588,-0.517921466,-0.900569536,-1.122875151,-0.841085199,-0.839549022,0.849820452,0.020614532,-0.836912565,-1.054778742,0.131348612,0.184947336,-1.496682434,-0.330735473,-1.898725288,-0.650799615,-0.722995506,-0.584218119,-1.21337057,0.998055225,-0.994618898,0.189646479,-1.906178458,-1.481362397,-1.685683388,-0.912214447,-0.581008276,-1.456462686,-2.448287953,-1.892935612,-1.260566432,-0.718100489,0.443219535,-1.687127005,-1.300168326,-1.298498767,-1.106975381,-2.1074325,-0.017950447,-0.163929207,-0.674923999,-1.853146236,-0.773838992,0.772112493,-2.519660221,-1.574480093,-0.028578293,-0.812825734,-0.786765471,-0.196019814
P08238,-0.556362429,-0.233154569,-0.608241129,-0.26713741,0.331640051,0.885570102,-0.347833977,0.063758662,0.091527891,0.09774133,0.377433074,-0.012117473,-0.105442787,0.486999918,0.318990416,0.090270383,-2.34516229,-0.131883894,-0.506011568,0.072119309,0.022204287,0.283790938,-1.210911268,0.425704866,-0.624999293,-0.76313509,-1.421605548,0.535198598,-0.008997342,-0.376385548,-0.152560616,-1.143828165,-1.855074032,-0.91360686,-0.373383642,-0.914074861,-0.274436257,-0.706991007,-0.322113527,-1.31543891,0.270643534,-0.722254913,0.182835193,-0.378188667,-0.880118272,-0.248782838,-0.452140218,-0.291566234,-0.758466898,-0.681880913,-0.991816158,-0.07174559,-1.3862748,-0.537077102,0.3621028,-1.553909862,0.644043854,-1.09099479
P08243,0.256587371,0.366065559,-0.04468527,0.286403741,1.027263333,0.733468237,-0.621886811,1.017500244,0.17483833,-0.535595628,0.200178931,0.676791988,0.442618969,0.621695694,0.277191873,0.672140988,0.237654872,0.243475532,0.277306909,0.550413947,0.810803309,0.369053234,0.288331201,0.301392517,0.304914732,0.375686657,0.298019493,0.320564048,-0.217560337,0.498726297,0.142726017,0.615984074,0.330339278,0.056177851,0.05994856,0.842314577,0.739700728,0.26673466,0.70307472,-0.137090634,0.203860757,-0.307145623,0.212738753,0.302857652,-0.141516607,0.527626649,0.329640554,0.612055958,0.362791375,0.631666917,0.837663177,0.305665255,0.513196348,0.087564107,0.543378609,0.313100373,0.068388365,0.562069191
P08559,0.460407531,0.516078416,0.311040176,0.59472131,-0.753363853,0.362155796,-0.093836982,0.265274337,0.280357878,0.118924412,0.345758656,0.420314952,-0.299695628,0.293673585,-0.001653993,0.214628465,0.436440263,0.196109903,0.206607224,0.459722827,0.401585839,0.433746292,0.20654035,0.204689888,0.217314307,0.340693302,0.348784825,-0.812322653,0.376705386,-2.024050687,0.361537289,0.451191325,0.209276003,0.167410595,0.493732121,0.278750528,0.365237767,0.204689888,0.404392698,0.269954265,0.316313791,0.20148691,0.321671436,-0.549974787,0.248061557,-0.845187416,0.186546813,-0.669982327,0.512000199,0.379781785,0.304374687,-0.600984167,0.389158597,0.202324415,0.290447432,0.335025321,0.401385015,0.353860581
P08579,-0.214542932,-0.016807978,-0.244006125,-0.378910405,-0.304981812,-0.066249667,0.249611335,0.010995953,-0.324270002,0.165035011,0.304176606,-0.080586347,-0.489975216,-1.111107888,-0.289902364,-0.293268147,-0.233475431,-0.332226571,-0.301289387,-0.261316455,0.074040224,-0.273487719,-0.118799096,-0.463635072,-0.369663745,-0.000701318,-0.280576803,-0.425572415,-0.326075643,-0.242085201,0.111619762,-0.270353051,-0.188257156,-0.305645104,-0.314288801,-0.381034623,-0.35209894,-0.08397885,-0.367426529,0.043417738,-0.267269546,0.065297744,-0.383604343,0.066836687,0.038991765,0.570386301,-0.312900399,-0.370263347,-0.383345088,-0.024799518,-0.291499863,0.131790991,0.142939639,0.108394481,-0.27346629,-0.361478103,-0.305848996,-0.254775708
P08579,-0.063284542,-0.226563084,-0.103812045,-0.152643961,1.041783022,-0.05924508,-0.063515427,-0.023836907,-0.009595657,0.640984757,-0.897904609,-0.308786854,0.328035395,0.503656115,-0.187355924,-0.173474619,-0.082217041,-0.069586895,-0.18149586,-0.141522927,-0.285875732,-0.0562049,0.788641253,0.352471538,-0.147313631,-0.198624444,-0.160783276,-0.098717431,0.388796457,-0.171648232,-0.349327036,-0.150559523,0.666821149,-0.105999376,-0.097005982,0.159306552,0.125902668,0.526584666,0.06237804,0.320816938,-0.116011156,0.365214434,0.094397265,-0.326479902,0.316390965,-0.17032836,-0.095617581,-0.147913233,-0.056490105,-0.032579233,-0.140241473,-0.441670181,-0.336489012,0.59997315,-0.1222079,-0.13912799,-0.088566177,-0.103517318
P08621,0.850205587,-0.101340919,-0.037075605,0.268200728,0.272233562,0.120753564,0.580344351,0.054086141,-0.041664846,0.599084904,-0.047092663,0.387002869,-0.07950625,0.018161827,-0.329514703,-1.387378227,-0.388745795,-1.139541956,0.188522513,-1.045763363,-0.559489701,0.218434675,0.325497191,0.032291115,0.315987714,-0.462361493,0.456672212,-0.248627328,-0.176445893,0.188425651,0.27597216,0.524766983,-0.035395287,0.233970799,0.688186563,0.620038302,0.223859939,-0.764910293,-0.827497364,-0.197702452,-0.158159226,0.29862839,0.046241043,-0.29114221,-0.071472331,0.718431406,-0.152291981,-0.995920232,-0.403361189,0.474445642,-1.083005549,-0.148985828,0.159516926,-0.064675509,0.30388981,0.302620103,0.289921245,0.568981946
P08670,-0.198986981,-3.820474687,-4.300322334,-4.225020764,-1.782765195,-3.389703344,-0.725930307,-4.001376714,-1.182399474,-1.478145392,-3.321826882,-3.568571432,-2.204187551,-4.084387317,-3.870020497,-5.23040694,-0.271968767,-1.71726091,-2.107066622,-2.90421147,0.06265359,-0.006950574,-1.993285135,-1.31811466,0.590184941,-2.325749581,-1.871078247,-3.682209847,-0.943878719,-2.303969168,-0.585588672,-1.185381814,-1.872078833,0.69372842,-0.534725106,-3.773810165,0.162052345,-0.498458114,-2.967965137,0.051278772,-2.900172139,-1.490925955,0.999696065,-3.937796173,0.38191334,-1.05561805,-1.027663026,-4.061633521,-0.702055875,-2.11092337,1.343368698,-3.056303717,-1.798852078,1.647034602,-0.846750828,-3.480349628,-1.607063717,-2.261497656
P08708,0.038144092,-0.053024076,-0.001647726,-0.032092046,0.188319645,0.260050306,0.717872976,0.075039376,-0.40846859,0.176015637,-0.017238981,-0.037025999,-0.411945894,-0.030265937,-0.046255606,-0.038119329,0.019211593,0.025032252,-0.04614057,0.21541027,-0.048462059,-0.046362729,0.299412571,0.312473887,-0.018532747,-0.039729306,-0.025427986,-0.094851915,0.203088558,0.271373436,0.011384605,-0.015204234,0.207265983,-0.090934519,-0.087163811,-0.375918773,0.015085083,0.312473887,0.214392311,0.267944245,-0.014582522,0.29720998,0.25847798,-0.020589827,0.263518272,-0.044097631,-0.085775409,-0.019132349,-0.052624588,-0.053994969,-0.380570173,-0.022985962,0.030173083,0.26144696,-0.020779266,-0.010347106,-0.078724006,-0.002088684
P08727,2.53402121,2.60215079,2.593907303,2.80178648,2.576110159,2.78428286,2.037175483,2.590291541,2.640243104,2.280155662,2.564172186,2.296349115,2.147621242,2.521090412,2.08958479,1.937117772,2.331154402,2.297305958,2.115519051,2.141184206,2.427785461,2.038874201,1.915751154,2.27608851,0.93398993,2.66620124,2.786517073,2.016460618,2.373721839,1.93576636,2.15933591,2.755242863,1.104103298,1.994117731,2.025151413,1.884196555,2.258225563,2.422556845,0.762978555,1.670417486,1.921511336,2.461632307,1.219943922,2.674160492,1.761730628,2.072787012,1.937313602,2.660823525,2.508463966,2.804887655,1.835328094,1.936442539,2.622754456,1.903244549,1.951075149,2.512107014,2.041558118,2.023481432
